Ya         	0.48	0.48	0.48	0.458	0.48	0.48	0.52	0.44	0.417	0.417	0.458	0.5	0.458	0.5	0.5	0.5	0.5	0.5	0.5	0.4	0.4	0.4	0.4	0.44	0.44	0.348	0.348	0.4	0.391	0.391	0.429	0.429	0.444	0.444	0.478	0.478	0.261	0.167	0.32	0.308	0.24	0.28	0.348	0.208	0.208	0.208	0.0	0.13	0.08	0.08	0.08	0.192	0.4	0.44	0.636	0.308	0.333	0.333
Uz         	0.458	0.458	0.458	0.435	0.458	0.458	0.5	0.417	0.391	0.391	0.391	0.435	0.391	0.435	0.435	0.435	0.435	0.435	0.435	0.333	0.333	0.333	0.333	0.435	0.435	0.318	0.318	0.375	0.318	0.318	0.5	0.5	0.412	0.412	0.435	0.435	0.318	0.217	0.304	0.292	0.217	0.261	0.273	0.174	0.174	0.174	0.13	0.0	0.087	0.087	0.087	0.208	0.36	0.4	0.636	0.269	0.318	0.318
Kaz         	0.44	0.44	0.44	0.417	0.44	0.44	0.48	0.4	0.375	0.375	0.417	0.458	0.417	0.458	0.458	0.458	0.458	0.458	0.458	0.36	0.36	0.36	0.36	0.4	0.4	0.304	0.304	0.36	0.348	0.348	0.429	0.429	0.444	0.444	0.435	0.435	0.292	0.2	0.28	0.269	0.2	0.24	0.304	0.167	0.167	0.167	0.08	0.087	0.0	0.04	0.04	0.154	0.36	0.4	0.591	0.269	0.292	0.292
Kyr         	0.44	0.44	0.44	0.417	0.44	0.44	0.48	0.4	0.375	0.375	0.417	0.458	0.417	0.458	0.458	0.458	0.458	0.458	0.458	0.36	0.36	0.36	0.36	0.4	0.4	0.304	0.304	0.36	0.348	0.348	0.429	0.429	0.444	0.444	0.435	0.435	0.292	0.2	0.28	0.269	0.2	0.24	0.304	0.167	0.167	0.167	0.08	0.087	0.04	0.0	0.04	0.154	0.36	0.4	0.591	0.269	0.292	0.292
Tur         	0.44	0.44	0.44	0.417	0.44	0.44	0.48	0.4	0.375	0.375	0.417	0.458	0.417	0.458	0.458	0.458	0.458	0.458	0.458	0.36	0.36	0.36	0.36	0.4	0.4	0.304	0.304	0.36	0.348	0.348	0.429	0.429	0.444	0.444	0.435	0.435	0.292	0.2	0.28	0.269	0.2	0.24	0.304	0.167	0.167	0.167	0.08	0.087	0.04	0.04	0.0	0.154	0.36	0.4	0.591	0.269	0.292	0.292
Bur         	0.385	0.385	0.385	0.423	0.444	0.385	0.423	0.444	0.481	0.481	0.4	0.44	0.4	0.48	0.44	0.48	0.44	0.44	0.44	0.444	0.444	0.444	0.444	0.423	0.423	0.32	0.32	0.37	0.304	0.304	0.438	0.438	0.476	0.476	0.435	0.409	0.375	0.28	0.308	0.259	0.28	0.25	0.25	0.28	0.28	0.28	0.192	0.208	0.154	0.154	0.154	0.0	0.346	0.385	0.545	0.37	0.333	0.333
cB         	0.361	0.343	0.361	0.333	0.371	0.353	0.364	0.417	0.417	0.417	0.294	0.303	0.273	0.333	0.333	0.364	0.333	0.333	0.333	0.355	0.355	0.355	0.355	0.371	0.371	0.31	0.333	0.3	0.345	0.345	0.412	0.412	0.263	0.3	0.382	0.412	0.484	0.375	0.276	0.308	0.333	0.304	0.308	0.44	0.44	0.44	0.4	0.36	0.36	0.36	0.36	0.346	0.0	0.121	0.567	0.375	0.407	0.407
wB         	0.389	0.371	0.389	0.364	0.4	0.382	0.394	0.444	0.4	0.4	0.324	0.333	0.303	0.364	0.364	0.394	0.364	0.364	0.364	0.333	0.333	0.333	0.333	0.353	0.353	0.286	0.31	0.276	0.321	0.321	0.412	0.412	0.263	0.3	0.364	0.394	0.516	0.417	0.31	0.346	0.375	0.348	0.346	0.48	0.48	0.48	0.44	0.4	0.4	0.4	0.4	0.385	0.121	0.0	0.6	0.455	0.385	0.385
Wo         	0.471	0.5	0.5	0.545	0.5	0.515	0.531	0.406	0.485	0.485	0.517	0.517	0.552	0.517	0.571	0.586	0.571	0.571	0.567	0.583	0.583	0.583	0.583	0.516	0.516	0.583	0.542	0.577	0.667	0.667	0.385	0.385	0.688	0.625	0.484	0.5	0.586	0.682	0.56	0.609	0.619	0.619	0.591	0.636	0.636	0.636	0.636	0.636	0.591	0.591	0.591	0.545	0.567	0.6	0.0	0.556	0.609	0.609
Mal         	0.438	0.438	0.438	0.469	0.394	0.469	0.516	0.375	0.406	0.406	0.387	0.452	0.419	0.452	0.467	0.467	0.467	0.467	0.433	0.393	0.393	0.393	0.393	0.419	0.419	0.417	0.44	0.423	0.462	0.462	0.571	0.571	0.412	0.444	0.375	0.355	0.355	0.308	0.37	0.333	0.308	0.346	0.462	0.346	0.346	0.346	0.308	0.269	0.269	0.269	0.269	0.37	0.375	0.455	0.556	0.0	0.4	0.4
Arc         	0.4	0.4	0.4	0.417	0.423	0.417	0.417	0.36	0.36	0.36	0.375	0.333	0.375	0.333	0.333	0.333	0.333	0.333	0.375	0.308	0.308	0.308	0.308	0.28	0.28	0.292	0.292	0.385	0.25	0.25	0.467	0.467	0.5	0.5	0.375	0.375	0.391	0.333	0.333	0.4	0.333	0.375	0.435	0.435	0.435	0.435	0.333	0.318	0.292	0.292	0.292	0.333	0.407	0.385	0.609	0.4	0.0	0.043
Lak         	0.4	0.4	0.4	0.417	0.423	0.417	0.417	0.36	0.36	0.36	0.375	0.333	0.375	0.333	0.333	0.333	0.333	0.333	0.375	0.308	0.308	0.308	0.308	0.28	0.28	0.292	0.292	0.385	0.25	0.25	0.467	0.467	0.5	0.5	0.375	0.375	0.391	0.333	0.333	0.4	0.333	0.375	0.435	0.435	0.435	0.435	0.333	0.318	0.292	0.292	0.292	0.333	0.407	0.385	0.609	0.4	0.043	0.0
